id_farmakou,onoma_farmakou,energi_ousia
136637,Sugammadex Piramal,Sugammadex
136638,Sugammadex Piramal,Sugammadex
136639,Sugammadex Piramal,Sugammadex
136640,Sugammadex Provepharm,Sugammadex
136641,Sugammadex Provepharm,Sugammadex
136642,Sugammadex Qilu,Sugammadex
136643,Sugammadex Qilu,Sugammadex
136644,Sugammadex Qilu,Sugammadex
136645,Sugammadex Qilu,Sugammadex
136646,Sugammadex Qilu,Sugammadex
136647,Sugammadex Qilu,Sugammadex
136648,Sugammadex Qilu,Sugammadex
136649,Sugammadex Qilu,Sugammadex
136650,Sugammadex Qilu,Sugammadex
136651,Sugammadex Qilu,Sugammadex
136652,Sugammadex Qilu,Sugammadex
136653,Sugammadex Ranbaxy,Sugammadex
136654,Sugammadex Ratiopharm,Sugammadex
136655,Sugammadex Ratiopharm,Sugammadex
136656,Sugammadex Reddy,Sugammadex
136657,Sugammadex Reddy,Sugammadex
136658,Sugammadex Reddy,Sugammadex
136659,Sugammadex Reddy,Sugammadex
136660,Sugammadex Reddy,Sugammadex
136661,Sugammadex Reddy,Sugammadex
136662,Sugammadex Reddy,Sugammadex
136663,Sugammadex Reddy Pharma,Sugammadex
136664,Sugammadex Reig Jofre,Sugammadex
136665,Sugammadex Reig Jofre,Sugammadex
136666,Sugammadex Reig Jofre Uk,Sugammadex
136667,Sugammadex Rompharm,Sugammadex
136668,Sugammadex S.A.L.F.,Sugammadex
136669,Sugammadex S.A.L.F.,Sugammadex
136670,Sugammadex S.A.L.F.,Sugammadex
136671,Sugammadex Sala,Sugammadex Sodium
136672,Sugammadex Sandoz,Sugammadex
136673,Sugammadex Sandoz,Sugammadex
136674,Sugammadex Sandoz,Sugammadex
136675,Sugammadex Sandoz,Sugammadex
136676,Sugammadex Sandoz,Sugammadex
136677,Sugammadex Sandoz,Sugammadex
136678,Sugammadex Sandoz,Sugammadex
136679,Sugammadex Sandoz,Sugammadex
136680,Sugammadex Sandoz,Sugammadex
136681,Sugammadex Sandoz,Sugammadex
136682,Sugammadex Sandoz,Sugammadex
136683,Sugammadex Sandoz,Sugammadex
136684,Sugammadex Sandoz,Sugammadex
136685,Sugammadex Sandoz Gmbh,Sugammadex Sodium
136686,Sugammadex Sapiens,Sugammadex
136687,Sugammadex Sintetica,Sugammadex
136688,Sugammadex Sintetica,Sugammadex
136689,Sugammadex Stada,Sugammadex
136690,Sugammadex Stada,Sugammadex
136691,Sugammadex Stada,Sugammadex
136692,Sugammadex Stada,Sugammadex
136693,Sugammadex Stada,Sugammadex
136694,Sugammadex Stada,Sugammadex
136695,Sugammadex Stada,Sugammadex
136696,Sugammadex Stada,Sugammadex
136697,Sugammadex Stada,Sugammadex
136698,Sugammadex Stada Ag,Sugammadex
136699,Sugammadex Stadapharm Gmbh,Sugammadex
136700,Sugammadex Sugammadex,Sugammadex
136701,Sugammadex Sun,Sugammadex
136702,Sugammadex Sun,Sugammadex
136703,Sugammadex Synthon,Sugammadex
136704,Sugammadex Synthon,Sugammadex
136705,Sugammadex Synthon,Sugammadex
136706,Sugammadex Synthon,Sugammadex
136707,Sugammadex Tarbis,Sugammadex
136708,Sugammadex Terapia,Sugammadex
136709,Sugammadex Teva,Sugammadex
136710,Sugammadex Teva,Sugammadex
136711,Sugammadex Teva,Sugammadex
136712,Sugammadex Teva,Sugammadex
136713,Sugammadex Teva,Sugammadex
136714,Sugammadex Teva,Sugammadex
136715,Sugammadex Teva,Sugammadex
136716,Sugammadex Teva,Sugammadex
136717,Sugammadex Teva,Sugammadex
136718,Sugammadex Teva,Sugammadex
136719,Sugammadex Teva Uk,Sugammadex
136720,Sugammadex Tillomed,Sugammadex
136721,Sugammadex Tillomed,Sugammadex
136722,Sugammadex Tillomed,Sugammadex
136723,Sugammadex Tillomed,Sugammadex
136724,Sugammadex Tillomed,Sugammadex
136725,Sugammadex Tillomed Laboratories,Sugammadex
136726,Sugammadex Vivanta,Sugammadex
136727,Sugammadex Vivanta,Sugammadex
136728,Sugammadex Vivanta,Sugammadex
136729,Sugammadex Vivanta,Sugammadex
136730,Sugammadex Vivanta,Sugammadex
136731,Sugammadex Vivanta Generics,Sugammadex
136732,Sugammadex Vocate,Sugammadex
136733,Sugammadex Zentiva,Sugammadex
136734,Sugammadex Zentiva,Sugammadex
136735,Sugammadex Zentiva,Sugammadex
136736,Sugammadex Zentiva,Sugammadex
136737,Sugammadex Zentiva,Sugammadex
136738,Sugammadex Zentiva,Sugammadex
136739,Sugammadex Zentiva,Sugammadex
136740,Suganet,Sunitinib
136741,Suganet,Sunitinib
136742,Suggamadex Stada Ag,Sugammadex
136743,Sugim,Fludeoxyglucose (18f)
136744,Sukatžolių Tinktūra Valentis,"Tincture From Motherwort Herb (1:5), Extraction Solvent: Ethanol 70% V/V"
136745,Sukkarto Sr,Metformin Hydrochloride
136746,Suknam,Meropenem Anhydrous
136747,Sukolin,Suxamethonium Chloride Dihydrate
136748,Sukontrol,Metformin Hydrochloride
136749,Sulabcote,Pomalidomide
136750,Sulamid,Amisulpride
136751,Sulamid,Amisulpride
136752,Sulazine Ec,Sulfasalazine
136753,Sulazine Ec,Sulfasalazine
136754,Sulbactam Eberth,Sulbactam Sodium
136755,Sulbazon,"Cefoperazone, Sulbactam"
136756,Sulbenin,Donepezil Hydrochloride
136757,Sulcef,"Cefoperazone, Sulbactam"
136758,Sulcef,"Cefoperazone, Sulbactam"
136759,Sulcef,"Cefoperazone, Sulbactam"
136760,Sulfadiazin Heyl,Sulfadiazine
136761,Sulfadiazina Reig Jofre,Sulfadiazine
136762,Sulfadiazine Reig Jofre,Sulfadiazine
136763,Sulfadiazine Wockhardt Uk,Sulfadiazine
136764,Sulfafurazol Arena,Sulfafurazole
136765,Sulfametizol Alternova,Sulfamethizole
136766,Sulfametoxazol Med Trimetoprim,"Sulfamethoxazole, Trimethoprim"
136767,Sulfargin,Sulfadiazine Silver
136768,Sulfargin,Sulfadiazine Silver
136769,Sulfargin,Sulfadiazine Silver
136770,Sulfarinol,"Naphazoline Nitrate, Sulfathiazole"
136771,Sulfarlem,Anethole Trithione
136772,Sulfarlem S,Anethole Trithione
136773,Sulfarlem S25,Anethole Trithione
136774,Sulfarlem S25,Anethole Trithione
136775,Sulfasalazin En Krka,Sulfasalazine
136776,Sulfasalazin En Krka,Sulfasalazine
136777,Sulfasalazin Hexal,Sulfasalazine
136778,Sulfasalazin Hexal,Sulfasalazine
136779,Sulfasalazin Heyl,Sulfasalazine
136780,Sulfasalazin Heyl,Sulfasalazine
136781,Sulfasalazin K-En,Sulfasalazine
136782,Sulfasalazin Krka,Sulfasalazine
136783,Sulfasalazin Krka,Sulfasalazine
136784,Sulfasalazin Medac,Sulfasalazine
136785,Sulfasalazin Medac,Sulfasalazine
136786,Sulfasalazin Medac,Sulfasalazine
136787,Sulfasalazină En,Sulfasalazine
136788,Sulfasalazine,Sulfasalazine
136789,Sulfasalazine Chelonia Healthcare,Sulfasalazine Usp
136790,Sulfasalazine Genethics Europe,Sulfasalazine
136791,Sulfasalazine Hualan Pharmaceuticals,Sulfasalazine
136792,Sulfasalazine Krka,Sulfasalazine
136793,Sulfasalazine Krka,Sulfasalazine
136794,Sulfasalazine Mylan,Sulfasalazine
136795,Sulfasalazine Pfizer,Sulfasalazine
136796,Sulfasalazine Pfizer,Sulfasalazine
136797,Sulfasalazine Rosemont Pharmaceuticals,Sulfasalazine
136798,Sulfasalazine Sandoz,Sulfasalazine
136799,Sulfasalazine Teva,Sulfasalazine
136800,Sulfasalazine Teva,Sulfasalazine
136801,Sulfasalazin-En,Sulfasalazine
136802,Sulfat De Atropină Accord,Atropine Sulfate Monohydrate
136803,Sulfat De Atropină Evolan,Atropine Sulfate
136804,Sulfat De Atropină Noridem,Atropine Sulfate
136805,Sulfat De Bariu Meduman,Barium Sulfate
136806,Sulfat De Protamina Leo Pharma,Protamine Sulfate
136807,Sulfate De Magnesium Lavoisier,Magnesium Sulfate Heptahydrate
136808,Sulfate De Magnesium Proamp Laboratoire Aguettant,Magnesium Sulfate Heptahydrate
136809,Sulfate De Magnesium Renaudin,Magnesium Sulfate
136810,Sulfate De Magnesium Renaudin,Magnesium Sulfate Heptahydrate
136811,Sulfate De Morphine Lp Ethypharm,Morphine Sulfate
136812,Sulfate De Protamine Leo Pharma,Protamine Sulfate
136813,Sulfate De Protamine Leo Pharma,Protamine Sulfate
136814,Sulfato De Estreptomicina Reig Jofré,Streptomycin
136815,Sulfato De Magnesio Altan,Magnesium Sulfate Heptahydrate
136816,Sulfato De Magnesio Basi,Magnesium Sulfate Heptahydrate
136817,Sulfato De Magnésio Basi,Magnesium Sulfate Heptahydrate
136818,Sulfato De Magnésio Kalceks,Magnesium Sulfate Heptahydrate
136819,Sulfato De Magnésio Labesfal,Magnesium Sulfate Heptahydrate
136820,Sulfato De Protamina Leo Pharma,Protamine Sulfate
136821,Sulfesa,Solifenacin Succinate
136822,Sulfona Zimaia,Dapsone
136823,Sulfur Comp.-Heel,"Capsicum Annuum Trit. D4, Acidum Arsenicosum D6, Daphne Mezereum D4, Caladium Seguinum D4, Pix Liquida D6, Sulfur Trit. D4"
136824,Sulfur Complexe N°12,"Natrium Sulfuricum D3, Acidum Arsenicosum D5, Aluminium-Kalium-Sulfuricum D4, Magnesium Sulfuricum D3, Sulfur D3"
136825,Sulfure De Rhénium (186re) Cis Bio International,Rhenium Sulfide Colloid (186re)
136826,Sulfur-Gastreu R 23,"Sulfur Dil. D6, Apis Mellifica Dil. D8, Acidum Arsenicosum Dil. D12, Rhus Toxicodendron Dil. D8"
136827,Sulfur-Injeel S,"Sulfur Dil. D30, Sulfur Dil. D200, Sulfur Dil. D12"
136828,Sulfuro De Renio (186re) Coloidal Cis Bio International,Rhenium Sulfide Colloid (186re)
136829,Sulidamor,Nimesulide
136830,Sulidor,Nimesulide
136831,Sulindac Chemidex Pharma,Sulindac
136832,Suliqua,"Insulin Glargine, Lixisenatide"
136833,Suliqua,"Insulin Glargine, Lixisenatide"
136834,Suliqua,"Insulin Glargine, Lixisenatide"
136835,Suliqua,"Insulin Glargine, Lixisenatide"
136836,Sulmetin Simple,Magnesium Sulfate Heptahydrate
136837,Sulmycin,Gentamicin
136838,Sulmycin E,"Gentamicin Sulfate, Equine Collagen"
136839,Sulmycin Mit Celestan-V,"Betamethasone Valerate, Gentamicin Sulfate"
136840,Sulotam,Tamsulosin
136841,Sulotam,Tamsulosin Hydrochloride
136842,Sulotamfen,"Tamsulosin Hydrochloride, Solifenacin Succinate"
136843,Sulotamfen,"Tamsulosin Hydrochloride, Solifenacin Succinate"
136844,Sulotrim,"Sulfamethoxazole, Trimethoprim"
136845,Sulotrim Forte,"Sulfamethoxazole, Trimethoprim"
136846,Sulovas,Sulodexide
136847,Suloxina,"Tamsulosin Hydrochloride, Solifenacin Succinate"
136848,Suloxina,"Tamsulosin Hydrochloride, Solifenacin Succinate"
136849,Sulphodent,"Sodium Chloride-Water (Brine) Sulfide, Iodide, Healing Iodine-Bromine Bocheńska Salt"
136850,Sulpide,Amisulpride
136851,Sulpiren,Sulpiride
136852,Sulpirid 100,Sulpiride
136853,Sulpirid 200,Sulpiride
136854,Sulpirid 50,Sulpiride
136855,Sulpirid Al,Sulpiride
136856,Sulpirid Belupo,Sulpiride
136857,Sulpirid Belupo,Sulpiride
136858,Sulpirid Grindeks,Sulpiride
136859,Sulpirid Grindeks,Sulpiride
136860,Sulpirid Grindeks,Sulpiride
136861,Sulpirid Neuraxpharm,Sulpiride
136862,Sulpirid Stada,Sulpiride
136863,Sulpirida Grindeks,Sulpiride
136864,Sulpirida Kern Pharma,Sulpiride
136865,Sulpirida Kern Pharma,Sulpiride
136866,Sulpiride,Sulpiride
136867,Sulpiride Activase Pharmaceuticals,Sulpiride
136868,Sulpiride Eg,Sulpiride
136869,Sulpiride Eg,Sulpiride
136870,Sulpiride Essential Pharma,Sulpiride
136871,Sulpiride Generics Uk,Sulpiride
136872,Sulpiride Grindeks,Sulpiride
136873,Sulpiride Grindeks,Sulpiride
136874,Sulpiride Grindeks,Sulpiride
136875,Sulpiride Medreich,Sulpiride
136876,Sulpiride Teva,Sulpiride
136877,Sulpiride Wockhardt Uk,Sulpiride
136878,Sulpirol,Sulpiride
136879,Sulpiryd Hasco,Sulpiride
136880,Sulpiryd Teva,Sulpiride
136881,Sultamicillin Puren,Sultamicillin Tosylate Dihydrate
136882,Sultamicillin Ratiopharm,Sultamicillin Tosylate Dihydrate
136883,Sultanol,Salbutamol
136884,Sultanol Diskus,Salbutamol
136885,Sultanol Dosier-Aerosol,Salbutamol Sulfate
136886,Sultanol Fertiginhalat,Salbutamol Sulfate
136887,Sultanol Forte Fertiginhalat,Salbutamol Sulfate
136888,Sultanol Inhalationslösung,Salbutamol Sulfate
136889,Sultanol Saft,Salbutamol
136890,Sultiam Neuraxpharm,Sultiame
136891,Sultiam Neuraxpharm,Sultiame
136892,Sultiame Desitin,Sultiame
136893,Sultrimix,"Sulfamethoxazole, Trimethoprim"
136894,Sultrimix,"Sulfamethoxazole, Trimethoprim"
136895,Sumacta,Sumatriptan
136896,Sumamed,Azithromycin
136897,Sumamed,Azithromycin
136898,Sumamed,Azithromycin
136899,Sumamed,Azithromycin
136900,Sumamed,Azithromycin
136901,Sumamed,Azithromycin
136902,Sumamed,Azithromycin
136903,Sumamed,Azithromycin
136904,Sumamed,Azithromycin
136905,Sumamed,Azithromycin
136906,Sumamed,Azithromycin
136907,Sumamed,Azithromycin
136908,Sumamed,Azithromycin
136909,Sumamed,Azithromycin Dihydrate
136910,Sumamed,Azithromycin Dihydrate
136911,Sumamed,Azithromycin Dihydrate
136912,Sumamed,Azithromycin Dihydrate
136913,Sumamed 1200,Azithromycin
136914,Sumamed 1500,Azithromycin
136915,Sumamed Forte,Azithromycin
136916,Sumamed Forte,Azithromycin
136917,Sumamed Forte,Azithromycin
136918,Sumamed Forte,Azithromycin
136919,Sumamed Forte,Azithromycin
136920,Sumamed Forte,Azithromycin
136921,Sumamed Forte,Azithromycin Dihydrate
136922,Sumamed Forte Sirup,Azithromycin
136923,Sumamed S,Azithromycin Dihydrate
136924,Sumamed Sirup,Azithromycin
136925,Sumamed Za Otroke,Azithromycin
136926,Sumamigren,Sumatriptan Succinate
136927,Sumamigren Control,Sumatriptan Succinate
136928,Sumanet,"Naproxen Sodium, Sumatriptan Succinate"
136929,Sumanet,"Naproxen Sodium, Sumatriptan Succinate"
136930,Sumanor,Sumatriptan
136931,Sumario,Pilocarpine Hydrochloride
136932,Sumatran,Sumatriptan
136933,Sumatran Relief,Sumatriptan
136934,Sumatriptan,Sumatriptan
136935,Sumatriptan,Sumatriptan
136936,Sumatriptan,Sumatriptan
136937,Sumatriptan,Sumatriptan
136938,Sumatriptan,Sumatriptan Succinate
136939,"Sumatriptan ""sandoz""",Sumatriptan
136940,Sumatriptan 1 A Pharma,Sumatriptan Succinate
136941,Sumatriptan 1a Pharma,Sumatriptan Succinate
136942,Sumatriptan Abece,Sumatriptan
136943,Sumatriptan Abz,Sumatriptan
136944,Sumatriptan Accord,Sumatriptan Succinate
136945,Sumatriptan Accord,Sumatriptan Succinate
136946,Sumatriptan Accord,Sumatriptan Succinate
136947,Sumatriptan Accord,Sumatriptan Succinate
136948,Sumatriptan Accord,Sumatriptan Succinate
136949,Sumatriptan Accord Healthcare,Sumatriptan
136950,Sumatriptan Accord Healthcare,Sumatriptan Succinate
136951,Sumatriptan Accord Healthcare Ireland,Sumatriptan Succinate
136952,Sumatriptan Actavis,Sumatriptan
136953,Sumatriptan Actavis,Sumatriptan
136954,Sumatriptan Actavis,Sumatriptan
136955,Sumatriptan Activase Pharmaceuticals,Sumatriptan
136956,Sumatriptan Advanz Pharma,Sumatriptan
136957,Sumatriptan Advanz Pharma,Sumatriptan
136958,Sumatriptan Advanz Pharma,Sumatriptan
136959,Sumatriptan Advanz Pharma,Sumatriptan
136960,Sumatriptan Advanz Pharma,Sumatriptan
136961,Sumatriptan Al,Sumatriptan
136962,Sumatriptan Apofri,Sumatriptan
136963,Sumatriptan Apofri,Sumatriptan
136964,Sumatriptan Arrow,Sumatriptan
136965,Sumatriptan Aurobindo,Sumatriptan
136966,Sumatriptan Aurobindo,Sumatriptan
136967,Sumatriptan Aurobindo,Sumatriptan
136968,Sumatriptan Aurobindo,Sumatriptan
136969,Sumatriptan Aurobindo Italia,Sumatriptan
136970,Sumatriptán Aurovitas,Sumatriptan
136971,Sumatriptan Basic Pharma,Sumatriptan
136972,Sumatriptan Bei Migräne Ratiopharm,Sumatriptan
136973,Sumatriptan Beta,Sumatriptan
136974,Sumatriptan Bluefish,Sumatriptan
136975,Sumatriptan Bluefish,Sumatriptan
136976,Sumatriptan Bluefish,Sumatriptan
136977,Sumatriptan Bluefish,Sumatriptan
136978,Sumatriptan Bluefish,Sumatriptan
136979,Sumatriptán Bluefish,Sumatriptan
136980,Sumatriptan Bristol Laboratories,Sumatriptan
136981,Sumatriptan Cfourhealth,Sumatriptan
136982,Sumatriptan Dexcel Pharma,Sumatriptan
136983,Sumatriptan Doc,Sumatriptan
136984,Sumatriptan Doc Generici,Sumatriptan
136985,Sumatriptan Dr. Reddy's Laboratories (Uk),Sumatriptan
136986,Sumatriptan Dura,Sumatriptan
136987,Sumatriptan Eg,Sumatriptan
136988,Sumatriptan Eg,Sumatriptan
136989,Sumatriptan Eg,Sumatriptan
136990,Sumatriptan Eg,Sumatriptan Succinate
136991,Sumatriptan Evolan Phrma Ab,Sumatriptan
136992,Sumatriptan Heumann,Sumatriptan
136993,Sumatriptan Hormosan,Sumatriptan
136994,Sumatriptan Hormosan,Sumatriptan
136995,Sumatriptan Ipca,Sumatriptan
136996,Sumatriptan Klaria,Sumatriptan
136997,Sumatriptan Klaria,Sumatriptan
136998,Sumatriptán Klaria,Sumatriptan
136999,Sumatriptan Medical Valley,Sumatriptan
137000,Sumatriptan Milpharm Limited,Sumatriptan
137001,Sumatriptan Mylan,Sumatriptan
137002,Sumatriptan Mylan,Sumatriptan
137003,Sumatriptan Orion,Sumatriptan
137004,Sumatriptan Orion,Sumatriptan
137005,Sumatriptan Orion,Sumatriptan Succinate
137006,Sumatriptan Orion Pharma,Sumatriptan
137007,Sumatriptan Orion Pharma,Sumatriptan Succinate
137008,Sumatriptan Puren,Sumatriptan
137009,Sumatriptan Ratiopharm,Sumatriptan
137010,Sumatriptan Relonchem,Sumatriptan
137011,Sumatriptan Rudipharm,Sumatriptan
137012,Sumatriptan Sandoz,Sumatriptan
137013,Sumatriptan Sandoz,Sumatriptan
137014,Sumatriptan Sandoz,Sumatriptan
137015,Sumatriptan Sandoz,Sumatriptan
137016,Sumatriptan Sandoz,Sumatriptan
137017,Sumatriptan Sandoz,Sumatriptan Succinate
137018,Sumatriptan Sandoz,Sumatriptan Succinate
137019,Sumatriptán Sandoz,Sumatriptan Succinate
137020,Sumatriptan Sandoz Ltd,Sumatriptan
137021,Sumatriptan Stada,Sumatriptan
137022,Sumatriptan Stada,Sumatriptan
137023,Sumatriptan Stada,Sumatriptan
137024,Sumatriptan Sun,Sumatriptan
137025,Sumatriptan Sun,Sumatriptan
137026,Sumatriptan Sun,Sumatriptan
137027,Sumatriptan Sun,Sumatriptan
137028,Sumatriptan Sun,Sumatriptan
137029,Sumatriptan Sun,Sumatriptan
137030,Sumatriptan Sun,Sumatriptan
137031,Sumatriptan Sun,Sumatriptan
137032,Sumatriptán Sun,Sumatriptan
137033,Sumatriptan Sun Pharma,Sumatriptan
137034,Sumatriptan Sun Pharma Sun Pharma,Sumatriptan
137035,Sumatriptan Sun Pharmaceutical Industries Europe,Sumatriptan
137036,Sumatriptan Teva,Sumatriptan
137037,Sumatriptan Teva,Sumatriptan
137038,Sumatriptan Teva,Sumatriptan
137039,Sumatriptan Teva,Sumatriptan
137040,Sumatriptan Teva,Sumatriptan
137041,Sumatriptan Teva,Sumatriptan
137042,Sumatriptan Teva,Sumatriptan Succinate
137043,Sumatriptan Teva,Sumatriptan Succinate
137044,Sumatriptan Teva,Sumatriptan Succinate
137045,Sumatriptán Teva,Sumatriptan
137046,Sumatriptan Teva Uk,Sumatriptan
137047,Sumatriptan Torrent Pharma (Uk),Sumatriptan
137048,Sumatriptan Us Pharmacia,Sumatriptan
137049,Sumatriptan Venipharm,Sumatriptan
137050,Sumatriptan Viatris,Sumatriptan
137051,Sumatriptan Viatris,Sumatriptan
137052,Sumatriptan Viatris,Sumatriptan Succinate
137053,Sumatriptan Viatris,Sumatriptan Succinate
137054,Sumatriptán Viatris,Sumatriptan
137055,Sumatriptan Zentiva,Sumatriptan Succinate
137056,Sumetrolim,"Sulfamethoxazole, Trimethoprim"
137057,Sumetrolim,"Sulfamethoxazole, Trimethoprim"
137058,Sumetrolim,"Sulfamethoxazole, Trimethoprim"
137059,Sumial,Propranolol
137060,Sumibril,Sumatriptan
137061,Sumigra,Sumatriptan
137062,Sumilar,"Amlodipine, Ramipril"
137063,Sumilar Hct,"Amlodipine, Hydrochlorothiazide, Ramipril"
137064,Sumilor,Tacrolimus
137065,Sumilor,Tacrolimus
137066,Summaflox,Levofloxacin Hemihydrate
137067,Sumore,Sumatriptan
137068,Sumore,Sumatriptan
137069,Sun-De3,Colecalciferol
137070,Sundit,Sunitinib
137071,Sunidem,Sunitinib
137072,Suniderma,Hydrocortisone Aceponate
137073,Sunitinib,Sunitinib Malate
137074,Sunitinib Accord,Sunitinib
137075,Sunitinib Accord,Sunitinib
137076,Sunitinib Accord,Sunitinib
137077,Sunitinib Accord,Sunitinib
137078,Sunitinib Al,Sunitinib
137079,Sunitinib Alkaloid-Int,Sunitinib
137080,Sunitinib Alkaloid-Int,Sunitinib
137081,Sunitinib Alkaloid-Int,Sunitinib
137082,Sunitinib Amarox,Sunitinib
137083,Sunitinib Aqvida,Sunitinib
137084,Sunitinib Arrow,Sunitinib
137085,Sunitinib Aurobindo,Sunitinib
137086,Sunitinib Avansor,Sunitinib Malate
137087,Sunitinib Avansor,Sunitinib Malate
137088,Sunitinib Azr,Sunitinib
137089,Sunitinib Azr,Sunitinib
137090,Sunitinib Azr,Sunitinib
137091,Sunitinib Be Pharma,Sunitinib
137092,Sunitinib Be Pharma,Sunitinib
137093,Sunitinib Beta,Sunitinib
137094,Sunitinib Betapharm,Sunitinib
137095,Sunitinib Biogaran,Sunitinib
137096,Sunitinib Bluefish,Sunitinib
137097,Sunitinib Bluefish,Sunitinib
137098,Sunitinib Bluefish,Sunitinib
137099,Sunitinib Bluefish,Sunitinib
137100,Sunitinib Bluefish,Sunitinib
137101,Sunitinib Bluepharma,Sunitinib
137102,Sunitinib Bluepharma Industria,Sunitinib
137103,Sunitinib Bluepharma Indústria,Sunitinib
137104,Sunitinib Bluepharma Indústria,Sunitinib
137105,Sunitinib Cf,Sunitinib
137106,Sunitinib Demo,Sunitinib
137107,Sunitinib Denk,Sunitinib
137108,Sunitinib Denk,Sunitinib
137109,Sunitinib Dr. Reddy’s,Sunitinib
137110,Sunitinib Dr. Reddy’s,Sunitinib
137111,Sunitinib Dr. Reddy’s,Sunitinib
137112,Sunitinib Dr. Reddys,Sunitinib
137113,Sunitinib Eg,Sunitinib
137114,Sunitinib Eg,Sunitinib
137115,Sunitinib Eg,Sunitinib
137116,Sunitinib Eg,Sunitinib
137117,Sunitinib Egis,Sunitinib Cyclamate
137118,Sunitinib Egis,Sunitinib Cyclamate
137119,Sunitinib Eugia,Sunitinib
137120,Sunitinib Eugia,Sunitinib
137121,Sunitinib Eugia,Sunitinib
137122,Sunitinib Eugia (Uk),Sunitinib
137123,Sunitinib Farmoz,Sunitinib
137124,Sunitinib G.L.,Sunitinib
137125,Sunitinib G.L. Pharma,Sunitinib
137126,Sunitinib G.L. Pharma,Sunitinib
137127,Sunitinib G.L. Pharma,Sunitinib
137128,Sunitinib G.L. Pharma,Sunitinib
137129,Sunitinib G.L. Pharma,Sunitinib
137130,Sunitinib G.L. Pharma,Sunitinib
137131,Sunitinib G.L. Pharma,Sunitinib
137132,Sunitinib Generis,Sunitinib
137133,Sunitinib Glenmark,Sunitinib
137134,Sunitinib Glenmark,Sunitinib
137135,Sunitinib Glenmark,Sunitinib
137136,Sunitinib Glenmark,Sunitinib
137137,Sunitinib Hcs,Sunitinib
137138,Sunitinib Heumann,Sunitinib
137139,Sunitinib Hexal,Sunitinib
137140,Sunitinib Holsten,Sunitinib
137141,Sunitinib Jj Bishop,Sunitinib
137142,Sunitinib Koanaa,Sunitinib
137143,Sunitinib Koanaa,Sunitinib
137144,Sunitinib Koanaa,Sunitinib
137145,Sunitinib Koanaa,Sunitinib
137146,Sunitinib Krka,Sunitinib
137147,Sunitinib Lv System,Sunitinib
137148,Sunitinib Malate Eugia,Sunitinib Malate
137149,Sunitinib Medical Valley,Sunitinib
137150,Sunitinib Medical Valley,Sunitinib
137151,Sunitinib Medical Valley,Sunitinib
137152,Sunitinib Medical Valley,Sunitinib
137153,Sunitinib Medical Valley,Sunitinib
137154,Sunitinib Medichem,Sunitinib
137155,Sunitinib Msn,Sunitinib
137156,Sunitinib Msn,Sunitinib
137157,Sunitinib Msn,Sunitinib
137158,Sunitinib Msn,Sunitinib
137159,Sunitinib Msn,Sunitinib
137160,Sunitinib Msn,Sunitinib
137161,Sunitinib Msn,Sunitinib
137162,Sunitinib Msn,Sunitinib
137163,Sunitinib Msn Laboratories Europe,Sunitinib
137164,Sunitinib Mylan,Sunitinib
137165,Sunitinib Mylan,Sunitinib
137166,Sunitinib Mylan,Sunitinib
137167,Sunitinib Mylan,Sunitinib
137168,Sunitinib Newbury,Sunitinib
137169,Sunitinib Pharmacare,Sunitinib
137170,Sunitinib Pharmagen,Sunitinib
137171,Sunitinib Pharmagen,Sunitinib
137172,Sunitinib Pharmanox,Sunitinib
137173,Sunitinib Pharmascience,Sunitinib
137174,Sunitinib Pharmascience,Sunitinib
137175,Sunitinib Pharmascience,Sunitinib
137176,Sunitinib Pharmascience,Sunitinib
137177,Sunitinib Pharmevid,Sunitinib
137178,Sunitinib Piramal,Sunitinib
137179,Sunitinib Piramal,Sunitinib
137180,Sunitinib Piramal,Sunitinib
137181,Sunitinib Pliva,Sunitinib
137182,Sunitinib Ranbaxy,Sunitinib
137183,Sunitinib Ratiopharm,Sunitinib
137184,Sunitinib Ratiopharm,Sunitinib
137185,Sunitinib Remedica,Sunitinib
137186,Sunitinib Rivopharm,Sunitinib
137187,Sunitinib Rowex,Sunitinib
137188,Sunitinib Sandoz,Sunitinib
137189,Sunitinib Sandoz,Sunitinib
137190,Sunitinib Sandoz,Sunitinib
137191,Sunitinib Sandoz,Sunitinib
137192,Sunitinib Sandoz,Sunitinib
137193,Sunitinib Sandoz,Sunitinib
137194,Sunitinib Sandoz,Sunitinib
137195,Sunitinib Sandoz,Sunitinib
137196,Sunitinib Sandoz,Sunitinib
137197,Sunitinib Sandoz,Sunitinib
137198,Sunitinib Sandoz,Sunitinib
137199,Sunitinib Sandoz,Sunitinib
137200,Sunitinib Sandoz,Sunitinib
137201,Sunitinib Sandoz,Sunitinib
137202,Sunitinib Sandoz,Sunitinib
137203,Sunitinib Sandoz,Sunitinib
137204,Sunitinib Sandoz,Sunitinib
137205,Sunitinib Sandoz,Sunitinib
137206,Sunitinib Sandoz,Sunitinib
137207,Sunitinib Sandoz,Sunitinib
137208,Sunitinib Sandoz,Sunitinib
137209,Sunitinib Sandoz,Sunitinib
137210,Sunitinib Sanexcel,Sunitinib
137211,Sunitinib Sanexcel,Sunitinib
137212,Sunitinib Sanexcel,Sunitinib
137213,Sunitinib Sapiens,Sunitinib
137214,Sunitinib Silver,Sunitinib
137215,"Sunitinib Silver 12,5 Mg",Sunitinib
137216,Sunitinib Stada,Sunitinib
137217,Sunitinib Stada,Sunitinib
